city,lat,lng,population
Rîbniţa,47.7664,29.0006,56988
Alenquer,-1.9419,-54.7378,57092
Langenhagen,52.4394,9.74,56288
Manfredonia,41.6333,15.9167,56906
Meerbusch,51.2667,6.6667,56189
General Pico,-35.6587,-63.7577,57029
Manhattan,39.1886,-96.6046,57046
Irosin,12.7,124.0333,56662
Matanao,6.75,125.2333,56755
Shoreline,47.7564,-122.3426,57027
Três Pontas,-21.3669,-45.5128,56940
Neryungri,56.6583,124.725,57009
Moreno,-8.1186,-35.0922,56696
Tama,34.4919,133.9458,56431
Puerto Boyacá,5.9761,-74.5875,56930
Jackson,40.098,-74.3579,56968
Kananya,11.1833,124.5667,56575
Jinoba-an,9.6018,122.4668,56819
Calatagan,13.8322,120.6322,56449
Chini,23.3916,113.0755,56609
Bagheria,38.0833,13.5,55047
Piscataway,40.5467,-74.4636,56884
Brentwood,51.6204,0.305,54885
Clacton-on-Sea,51.7918,1.1457,56874
Orion,14.6206,120.5817,56002
Acambay,19.9539,-99.8431,56847
Lake Havasu City,34.5006,-114.3113,56820
Cuneo,44.3833,7.55,56281
Waiblingen,48.8303,9.3169,55449
Santa Cruz Verapaz,15.3736,-90.4306,55587
Gattaran,18.0667,121.65,56661
Taquaritinga,-21.4058,-48.505,56587
Tulunan,6.8333,124.8833,56513
Bertioga,-23.8539,-46.1389,56555
Smyrna,33.8633,-84.5168,56666
Tønsberg,59.2981,10.4236,56293
Quezaltepeque,13.8312,-89.2722,56181
Cui’erzhuang,38.2897,116.5472,56096
Santa Cruz,13.4833,122.0333,56408
Opava,49.9381,17.9044,55996
Nōgata,33.7439,130.7297,55705
Tāybād,34.74,60.7756,56562
Trani,41.2667,16.4167,56031
Bianyang,25.6163,106.6795,56451
Santa Ana,15.0939,120.7681,55178
Cape Girardeau,37.3108,-89.5597,56551
Bartolomé Masó,20.1686,-76.9428,56460
Amealco,20.1881,-100.1439,56457
Uson,12.2253,123.7834,56168
Hassa,36.8,36.53,56409
São Francisco,-15.9489,-44.8639,56477
Hohoe,7.149,0.4746,56202
Belampalli,19.0558,79.4931,55841
Shali,43.15,45.9,56226
Araci,-11.3328,-38.9669,56370
Oosterhout,51.6431,4.8569,55616
Xinqing,48.2363,129.5059,55415
Blainville,45.67,-73.88,56363
Gulariyā,28.2331,81.3331,55747
Registro,-24.4878,-47.8439,56280
Baganga,7.5752,126.5585,56241
Antratsyt,48.1167,39.0833,54640
Vranjak,42.3994,20.6547,56208
Irati,-25.4669,-50.6508,56207
Winneba,5.35,-0.6333,55331
Xánthi,41.1333,24.8833,56122
Los Amates,15.2667,-89.1,56187
San Fernando,7.9167,125.3333,56138
Longmen,35.6119,110.5746,55847
Zarrīn Shahr,32.3894,51.3764,55984
Rosario,16.2333,120.4833,55458
Lozova,48.8892,36.3161,55827
Bisceglie,41.2409,16.5021,55385
Khān Shaykhūn,35.4419,36.6508,55843
Kazanlak,42.6167,25.4,56047
Placer,11.8667,123.9167,55826
Vorkuta,67.5,64.0333,56088
Medellin,11.1286,123.9622,55332
Yongqing,34.7481,106.1269,55595
Kateríni,40.2667,22.5,55997
Frýdek-Místek,49.6881,18.3536,55006
Parachinar,33.8992,70.1008,55685
Tigaon,13.6333,123.5,55272
Bhīmunipatnam,17.8864,83.4471,55082
Hyères,43.1199,6.1316,55588
Canterbury,51.28,1.08,55240
Boituva,-23.2833,-47.6722,55725
Portimão,37.1333,-8.5333,55614
Den Helder,52.9583,4.7589,55604
Volzhsk,55.8667,48.35,54519
Changling,44.27,123.99,55841
Wangguanzhuang,37.0183,115.5773,55258
Hidaka,35.9078,139.3392,54728
Toki,35.3525,137.1833,55388
Grants Pass,42.4333,-123.3317,55837
Blue Springs,39.0124,-94.2721,55829
Jaru,-10.4389,-62.4664,55806
Xiva,41.3783,60.3639,55568
Gus’-Khrustal’nyy,55.6167,40.65,54533
Tucano,-10.9628,-38.7869,55777
Martin,49.0636,18.9214,54978
Southaven,34.9514,-89.9787,55780
Umm Ruwaba,12.9058,31.2156,55742
Tinley Park,41.567,-87.805,55773
Apatity,67.5675,33.3933,55713
Azul,-36.7833,-59.85,55728
Tauá,-6.0028,-40.2928,55716
Tanauan,11.1167,125.0167,55021
Diamond Bar,33.9991,-117.8161,55720
Binalonan,16.05,120.6,54555
Pittsfield,42.4517,-73.2605,55697
San Francisco,10.65,124.35,55180
Naviraí,-23.065,-54.1908,55689
Eagle Pass,28.7125,-100.484,55686
Acará,-1.9608,-48.1969,55669
Avellino,40.9153,14.7897,53908
Ārān Bīdgol,34.0578,51.4842,55651
Limoeiro,-7.875,-35.45,55439
Monte Mor,-22.9467,-47.315,55409
Jocotitlán,19.7072,-99.7867,55403
Lenexa,38.9609,-94.8018,55625
Lagonoy,13.7333,123.5167,55465
Corby,52.4914,-0.6965,54927
Hazleton,40.9504,-75.9724,55604
Alangalang,11.2,124.85,55235
El Banco,9.0008,-73.9744,55530
Basey,11.2817,125.0683,55480
Twin Falls,42.5645,-114.4615,55556
Brookhaven,33.8744,-84.3314,55554
Schweinfurt,50.05,10.2333,54032
Batac,18.0554,120.5649,55201
Villarrica,-39.2667,-72.2167,55478
Baden-Baden,48.7619,8.2408,55123
Novato,38.092,-122.5576,55516
Tigard,45.4237,-122.7845,55514
Hoogeveen,52.7167,6.4667,55224
Jaguaquara,-13.5308,-39.9708,55449
San Remo,43.8175,7.775,54529
Congonhas,-20.5,-43.8578,55309
Abington,40.1108,-75.1146,55459
Rolim de Moura,-11.7254,-61.7778,55407
Aurora,44,-79.4667,55445
Bitonto,41.1083,16.6917,55127
Highland,34.1113,-117.1654,55417
San Mariano,16.9833,122.0167,55370
Dearborn Heights,42.3164,-83.2769,55353
Puttūr,13.45,79.55,54092
Manapla,10.958,123.123,54845
Hattingen,51.3992,7.1858,54562
Bad Homburg,50.2292,8.6105,54248
Songlindian,39.41,115.9235,54467
Pombal,39.9162,-8.6279,55217
Grapevine,32.9343,-97.0744,55281
Hervey Bay,-25.2853,152.8728,54674
Sigaboy,6.65,126.0667,55109
Amalāpuram,16.5833,82.0167,53231
Chino,35.9956,138.1589,55018
Fond du Lac,43.7718,-88.4396,55209
Hacienda Heights,33.997,-117.9728,55188
Jasaan,8.65,124.75,54478
Punganūru,13.3667,78.5833,54746
Nāndod,21.8704,73.5026,54923
Apple Valley,44.7457,-93.2006,55135
Qiryat Gat,31.6061,34.7717,55000
Tiquisate,14.2833,-91.3667,54983
Chicopee,42.1764,-72.5719,55126
Funato,34.2564,135.3111,53714
Zhushan,23.6889,120.7289,54870
San Luis,15.04,120.7919,54106
New Corella,7.5866,125.8237,54844
San Gil,6.555,-73.1336,54687
Narbonne,43.1836,3.0042,54700
Tequisquiapan,20.5206,-99.8958,54929
Cathedral City,33.8363,-116.4642,55007
Vannes,47.6559,-2.7603,53352
La Roche-sur-Yon,46.6705,-1.426,54372
Viçosa do Ceará,-3.5619,-41.0919,54955
San Cristóbal Verapaz,15.365,-90.4792,54704
Pôrto Ferreira,-21.8539,-47.4789,54761
Huaishu,38.0828,115.0591,54246
Barreirinhas,-2.7469,-42.8258,54930
Delano,35.767,-119.2637,54917
Bentonville,36.3546,-94.2306,54909
Stonecrest,33.6842,-84.1372,54903
Sakurai,34.5189,135.8519,54346
Dandarah,26.1422,32.6697,53109
Kettering,39.6957,-84.1495,54855
Esperanza,8.676,125.6454,54801
Mali,23.1277,104.7029,54511
Canlaon,10.3833,123.2,54509
Sarpsborg,59.2839,11.1096,54678
Colton,34.0538,-117.3254,54824
Pulheim,51,6.8,54071
Annaka,36.3264,138.8872,54602
Kingston,41.9295,-73.9968,54791
Ostrołęka,53.0833,21.5667,52900
Xielu,37.0359,115.6922,53692
Monte Santo,-10.4378,-39.3328,54733
Chota,-6.5614,-78.6486,54611
Naguilian,16.5333,120.4,54221
Lingen,52.5233,7.3172,54422
Barotac Nuevo,10.9,122.7,54146
Modica,36.8672,14.7614,54530
Jinchang,38.4858,112.9643,54533
Teramo,42.6589,13.7039,54338
Cuenca,40.0667,-2.15,54621
Bad Salzuflen,52.0875,8.7506,54127
Mansalay,12.5204,121.4385,54533
West Haven,41.2739,-72.9672,54620
Cava de’ Tirreni,40.7008,14.7056,53130
Dayin,38.9358,115.7102,53868
St. Cloud,28.2294,-81.2829,54579
Sertolovo,60.1417,30.2119,54497
Chivilcoy,-34.9,-60.0167,54514
Cholet,47.06,-0.8783,53917
Chenab Nagar,31.75,72.9167,53965
Canoinhas,-26.1769,-50.39,54480
São José do Rio Pardo,-21.5958,-46.8889,54388
Kotka,60.4667,26.9458,54319
Shidong,23.6193,112.0701,54347
Normal,40.5218,-88.9881,54469
Palmaner,13.2,78.75,54035
Qingan,46.8719,127.5118,53206
Paombong,14.8311,120.7892,53294
Itupeva,-23.1531,-47.0578,54128
Siena,43.3183,11.3314,53901
Milford,41.2256,-73.0616,54328
Tarma,-11.4167,-75.6833,54078
Jalor,25.35,72.6167,54081
Zarafshon Shahri,41.5667,64.2,54300
Valle del Guamuez,0.4253,-76.9053,54237
Huesca,42.1333,-0.4167,53956
Campo Belo,-20.8969,-45.2769,54186
Vikārābād,17.33,77.9,53143
Hashtpar,37.7992,48.9053,54178
Xingcheng,40.1399,118.303,52814
Ixhuatlán de Madero,20.6833,-98.0167,54132
Ruteng,-8.6118,120.4698,53976
Narva,59.3792,28.2006,53424
Barra,-11.0889,-43.1419,54188
Tokmok,42.839,75.291,53231
Vigia,-0.8578,-48.1419,54172
Zhigulevsk,53.4,49.5,53407
Arroyo Grande,35.1241,-120.5845,54177
Pinto,40.25,-3.7,53325
Kampen,52.55,5.9,53779
San Simon,14.998,120.78,53198
Progreso,21.28,-89.67,53958
Magsaysay,6.7667,125.1833,53876
Minnetonka,44.9322,-93.4598,54064
Jagtiāl,18.8,78.93,53213
Dholka,22.72,72.47,53792
Puerto Libertador,7.8881,-75.6717,53990
Elda,38.4789,-0.7967,52813
Santa Maria,6.55,125.4667,53671
Tajumulco,15.0839,-91.9233,53791
Wayne,40.9481,-74.2453,53954
La Lima,15.433,-87.917,53492
Liski,50.9822,39.4994,53897
Tuni,17.35,82.55,53425
Yucaipa,34.0336,-117.0429,53921
Markala,13.7021,-6.0659,53738
Svobodnyy,51.3833,128.1333,53678
Jaggayyapeta,16.892,80.0976,53530
Salo,60.3831,23.1331,53890
Brunswick,31.145,-81.474,53914
Bījār,35.8741,47.5937,53871
Williamsport,41.2398,-77.0371,53861
Roxas,12.5833,121.5,53201
Neiba,18.49,-71.42,53605
Union,42.1258,-76.0329,53779
Hagonoy,6.6833,125.3,53309
Malay,11.9,121.9167,52973
Nordhorn,52.4333,7.0667,53403
Elyria,41.3761,-82.1063,53757
Videira,-27.0078,-51.1519,53610
Ibaan,13.8176,121.133,52970
Leesburg,39.1058,-77.5544,53727
Mount Prospect,42.0641,-87.9375,53719
Marco de Canavezes,41.1833,-8.15,53450
Nebaj,15.4083,-91.1472,53617
Krasnokamsk,58.0833,55.75,53631
Upata,8.0204,-62.41,53685
Port Shepstone,-30.7411,30.4547,52793
Upi,7.0289,124.165,53583
Wetzlar,50.5667,8.5,52954
Enerhodar,47.4989,34.6558,53567
Bristol,40.1216,-74.8667,53649
Velletri,41.6667,12.7833,53188
Pinellas Park,27.8589,-82.7078,53637
Frechen,50.9167,6.8167,52473
Tiwi,13.4585,123.6805,53120
Neustadt,49.3443,8.1952,53148
Encarnación de Díaz,21.5167,-102.2333,53555
Bambang,16.3825,121.11,53433
Anzio,41.4472,12.6283,52381
Acireale,37.6125,15.1656,52269
Zhangjiazhuang,38.1749,114.737,52604
San Bartolomé,27.9254,-15.5726,53397
Pijijiapan,15.6867,-93.2092,53525
Bellevue,41.1535,-95.9357,53544
West Sacramento,38.5557,-121.5504,53519
Gudermes,43.35,46.1,52908
Yangmei,22.8728,112.7802,53224
Apopka,28.7014,-81.5304,53447
Olímpia,-20.7369,-48.915,53360
Barbosa,6.4375,-75.3306,53167
Pryluky,50.6,32.4,53395
Xincheng,39.9883,112.4673,52903
Lewiston,46.3934,-116.9934,53384
Itupiranga,-5.135,-49.3269,53355
San Manuel,16.0656,120.6667,52939
Lian,14.0333,120.65,52660
Santo Estêvão,-12.43,-39.2508,53193
Porto Nacional,-10.7078,-48.4169,53316
Yaozhuangcun,30.9113,120.9573,52619
Capivari,-22.995,-47.5078,53152
São Bento do Una,-8.5228,-36.4439,53242
Millcreek,42.0861,-80.1193,53297
Grand Island,40.9214,-98.3584,53296
Guiuan,11.0333,125.7333,52991
Akbou,36.4667,4.5333,52282
Tame,6.4583,-71.7447,53266
Palm Desert,33.7378,-116.3695,53275
Canguçu,-31.395,-52.6758,53259
Karlovac,45.4931,15.5558,53134
Vyksa,55.3194,42.1731,53219
Mulanay,13.5222,122.4042,53123
Pangantocan,7.8333,124.8333,53126
Passau,48.5667,13.4667,52469
Leopoldina,-21.5319,-42.6428,53145
Fréjus,43.433,6.737,52672
Milford city,41.2256,-73.0625,53195
San Severo,41.6951,15.3793,53015
Watertown,43.9734,-75.9094,53163
Acopiara,-6.095,-39.4528,53135
Sagua la Grande,22.8086,-80.0711,53077
Little Elm,33.1856,-96.929,53126
Pasaje,-3.3269,-79.8049,52673
Ramon,16.7833,121.5333,52707
Chambersburg,39.9315,-77.6556,53083
Peabody,42.5335,-70.9724,53070
Wylie,33.0362,-96.5161,53067
Manicoré,-5.8089,-61.3,53053
Beaufort,32.4597,-80.7235,53051
Arsenyev,44.1667,133.2667,52471
Torrelavega,43.3531,-4.0458,51597
Mercedes,-34.65,-59.4333,52949
Ahlen,51.7633,7.8911,52582
DeSoto,32.5992,-96.8633,52988
Venkatagiri,13.9667,79.5833,52688
Sihor,21.7,71.97,52603
Burauen,10.9833,124.9,52732
Lorica,9.2419,-75.816,52771
Tomiya,38.4,140.8953,51859
Chone,-0.6833,-80.1,52810
Kobryn,52.2167,24.3667,52843
Jangaon,17.72,79.18,52394
Poprad,49.05,20.3,52037
Mongaguá,-24.0869,-46.6289,52492
Edina,44.8914,-93.3602,52857
Wolfenbüttel,52.1622,10.5369,52174
Krasnokamensk,50.1,118.0333,52811
Tutóia,-2.7619,-42.2739,52788
Rondon do Pará,-4.7758,-48.0669,52803
União da Vitória,-26.23,-51.0858,52735
San José Villa de Allende,19.3747,-100.1475,52641
Minalabac,13.5667,123.1833,52390
Minami-Sōma,37.6422,140.9572,52619
Wheaton,41.8561,-88.1083,52745
Diffun,16.6,121.4667,52569
Thongwa,16.7547,96.5193,52496
Viana,-3.22,-45.0039,52649
Jaén,-5.6992,-78.8009,52493
Granja,-3.12,-40.8258,52645
Ålesund,62.4723,6.1549,52163
Huaiyang,37.7701,114.5312,50859
Pacora,9.08,-79.28,52494
Horishni Plavni,49.0107,33.6562,52167
An Nabk,34.025,36.7344,52502
Bato,13.3561,123.3639,52137
Alfonso,14.1379,120.8552,51839
Arles,43.6767,4.6278,52548
Mandamāri,18.9822,79.4811,52352
Lacey,47.046,-122.7934,52592
Tobias Barreto,-11.1839,-37.9978,52530
Ajuy,11.1725,123.0196,52268
Qabqa,36.2814,100.6131,52500
Caetité,-14.0689,-42.475,52531
Summerville,33.0015,-80.1799,52549
Itabirito,-20.2528,-43.8008,52446
Prudentópolis,-25.2128,-50.9778,52513
Vyazma,55.2103,34.285,52506
San Isidro,15.2667,120.9,51612
Boa Viagem,-5.1278,-39.7319,52498
Pordenone,45.9626,12.6563,51127
Parsippany-Troy Hills,40.8601,-74.4238,52407
Roman,46.93,26.93,50713
Sapé,-7.095,-35.2328,52218
Ibbenbüren,52.2778,7.7167,51904
Kleve,51.79,6.14,51845
Pontevedra,10.3667,122.8833,51866
Óbidos,-1.9178,-55.5178,52306
Civitavecchia,42.1,11.8,51595
Welland,42.9833,-79.2333,52293
Jaguariúna,-22.68,-46.99,51907
Guaxupé,-21.305,-46.7128,52078
Novovolynsk,50.7333,24.1667,52188
Basankusu,1.2222,19.8028,52216
Villareal,39.9378,-0.1014,51293
Colmenar Viejo,40.6589,-3.7658,51938
Molave,8.0833,123.4833,52006
Cruz del Eje,-30.7333,-64.8,52172
Belorechensk,44.7667,39.8667,52082
Maricopa,33.0404,-112.0006,52127
Stratford,41.207,-73.1305,52120
San Joaquin,10.6,122.0833,51892
Abdul Hakim,30.5522,72.1278,51494
Wangjiazhai,26.6895,104.8043,51869
Ālbū Kamāl,34.45,40.9186,52020
San Onofre,9.7372,-75.5256,51991
Porto Feliz,-23.215,-47.5239,51928
Lompoc,34.6618,-120.4714,52020
Timashevsk,45.6167,38.9333,51925
Eilat,29.55,34.95,51935
Metpalli,18.8297,78.5878,50902
Howell,40.1819,-74.1977,51959
Caldas da Rainha,39.4069,-9.1363,51729
Paraíso do Tocantins,-10.1758,-48.8669,51891
Cogan,10.5833,123.9667,51325
Bandō,36.0483,139.8889,51511
Tagkawayan,13.9667,122.5333,51832
Gwadar,25.1264,62.3225,51901
Battipaglia,40.6167,14.9833,51005
Pila,14.2333,121.3667,50289
Kentwood,42.8852,-85.5925,51898
Berriozábal,16.7993,-93.2725,51722
Covilhã,40.2833,-7.5,51797
Coron,12,120.2,51803
Lucban,14.1133,121.5569,51475
Bad Kreuznach,49.8469,7.8669,50948
Shepparton,-36.3833,145.4,51631
Shimencun,30.6263,120.4409,51021
Levittown,40.1537,-74.853,51818
Dumanjog,10.05,123.4833,51210
Karviná,49.8542,18.5428,50902
Huazangsi,36.9836,103.1265,51603
Carigara,11.3,124.6833,51345
Tsukubamirai,35.9631,140.0372,51134
Xanxerê,-26.8769,-52.4039,51642
Pola de Siero,43.3833,-5.65,51509
Solnechnogorsk,56.1844,36.995,51612
Caleta Olivia,-46.4333,-67.5333,51733
Sierra Vista,31.563,-110.3153,51731
Laguna,-28.4828,-48.7808,51562
Woerden,52.0858,4.8833,51156
Mazara del Vallo,37.6517,12.5875,51488
Tulsīpur,28.1278,82.2956,51537
Trento,8.0459,126.0614,51565
Chieti,42.3511,14.1674,50770
Rovigo,45.0809,11.794,51149
Madison,34.7114,-86.7626,51593
Smyrna,35.9722,-86.5253,51586
Guarne,6.2792,-75.4419,51265
Speyer,49.3194,8.4311,50378
North Bay,46.3,-79.45,51553
Granadilla de Abona,28.1167,-16.5833,51233
Knysna,-34.0356,23.0489,51078
Glendora,34.1449,-117.8468,51544
Butare,-2.6,29.75,50220
El Talar de Pacheco,-34.4719,-58.655,50426
Zhexiang,24.2591,98.2826,51477
Burien,47.4762,-122.3394,51500
Grasse,43.6667,6.9167,50396
Scandicci,43.7544,11.1894,50645
Uzlovaya,53.9791,38.1601,51358
Ribeira do Pombal,-10.8339,-38.5358,51418
Trairi,-3.2778,-39.2689,51422
Arao,32.9867,130.4333,50570
Böblingen,48.6833,9,50155
Satte,36.0781,139.7258,49961
Tapas,11.2667,122.5333,51313
Cuyotenango,14.5421,-91.5723,50860
Montijo,38.7049,-8.9757,51222
Jaraguá,-15.7569,-49.3339,51338
Herriman,40.4899,-112.0171,51348
Willich,51.2631,6.5492,50592
Severomorsk,69.0692,33.4167,51209
Tadmur,34.56,38.2672,51323
Misterbianco,37.5183,15.0069,49992
Farmington,36.7555,-108.1823,51309
New Bern,35.0955,-77.0723,51308
Humaitá,-7.5061,-63.0208,51302
Cheremkhovo,53.15,103.0667,50819
Gummersbach,51.0333,7.5667,50688
Hinesville,31.8247,-81.6135,51206
Repalle,16.02,80.85,50866
Snezhinsk,56.0833,60.7333,51048
Ravensburg,47.7831,9.6114,50623
Hassan Abdal,33.8195,72.689,50044
Douyu,37.9007,114.5035,49914
Konibodom,40.2833,70.4167,50400
Mercedes,14.1093,123.0109,50841
Sakaidechō,34.3164,133.8606,50577
Zabīd,14.2,43.3167,50781
Fangcun,37.9799,114.549,49212
Beaumont,33.9076,-116.9766,51063
Goslar,51.906,10.4292,50753
Horsham,51.062,-0.325,50934
Collierville,35.0471,-89.6988,51040
Utrera,37.183,-5.767,50962
Aurora,7.9484,123.5819,50755
Campos do Jordão,-22.7394,-45.5914,50852
Nazarovo,56.0064,90.3914,50397
West Lafayette,40.4432,-86.9239,50996
Yūki,36.3,139.8833,50218
Florissant,38.7996,-90.3269,50952
Laval,48.0733,-0.7689,49492
Hoffman Estates,42.0639,-88.1468,50932
Mozhga,56.45,52.2167,49328
Kirishi,59.45,32.0167,50885
El Bagre,7.6047,-74.8086,50863
Ye,15.2533,97.8679,50798
Queen Creek,33.2386,-111.6343,50890
Kizlyar,43.85,46.7167,49247
Fafe,41.45,-8.1667,50633
Banī Walīd,31.7455,13.9835,50824
Kannapolis,35.4764,-80.6403,50841
Buenavista,10.7,122.6333,50437
Puławy,51.4166,21.9694,49839
Tŭrtkŭl,41.55,61,50800
Beloeil,45.5667,-73.2,50796
Urbiztondo,15.8227,120.3295,50170
Longwan,38.9564,116.1626,49949
Houten,52.0261,5.1728,49911
Mahalapye,-23.1041,26.8142,50744
Cardona,14.4861,121.2289,49034
Mweka,-4.8519,21.5594,50675
Belleville,44.1667,-77.3833,50716
Beruniy,41.6833,60.75,50700
Methuen Town,42.734,-71.1889,50706
Santa Lucía del Camino,17.0667,-96.6833,49459
Kulu,39.0901,33.0807,50667
El Salvador,8.5667,124.5167,50204
Yasu,35.0675,136.0258,50049
Baranoa,10.7956,-74.9194,50261
Shakhtarsk,48.0333,38.4833,49482
La Calera,-32.7833,-71.2167,50554
Rastatt,48.8572,8.2031,49783
Sittard,51,5.8667,49483
Starogard Gdański,53.9667,18.5333,48690
Sahuarita,31.9323,-110.9654,50616
Lörrach,47.6156,7.6614,49347
Cataingan,12,123.9833,50327
Bani,16.1869,119.8592,50306
Tebourba,36.8295,9.8411,50458
Rincón de la Victoria,36.7167,-4.2833,48768
Qinhe,36.5047,112.3335,50143
Artur Nogueira,-22.5731,-47.1725,50246
Traverse City,44.7547,-85.6035,50522
Mirabel,45.65,-74.0833,50513
San Ignacio,-26.8867,-57.0283,50468
Severn,39.1355,-76.6958,50496
Nova Venécia,-18.7108,-40.4008,50434
Catalina Foothills,32.3041,-110.8835,50454
Galveston,29.2487,-94.891,50446
Pozi,23.4611,120.242,50000
Amora,38.6265,-9.1189,48629
Cookeville,36.1484,-85.5114,50408
Chinú,9.1097,-75.3981,50313
Leith,55.98,-3.17,50030
Peine,52.3203,10.2336,49952
Mishawaka,41.6736,-86.1669,50363
Emden,53.3669,7.2061,49913
Ardea,41.6167,12.55,49663
Rowland Heights,33.9716,-117.8911,50347
Kitaotao,7.6397,125.0089,50260
Bullhead City,35.1205,-114.546,50309
Irondequoit,43.2096,-77.5705,50302
Stillwater,36.1316,-97.074,50299
Cabagan,17.4333,121.7667,50174
Baicheng,41.7957,81.8715,49207
Tājūrā’,32.8819,13.34,48836
Macaúbas,-13.0189,-42.6989,50262
Rivoli,45.0725,7.5272,48629
Puerto Berrío,6.4906,-74.4047,50232
East Hartford,41.7634,-72.6152,50272
Bocaiúva,-17.1078,-43.815,50256
Huanghuajie,27.9951,103.5516,50032
Forney,32.744,-96.4529,50251
Nanjian,25.053,100.5231,50083
Xiazhai,27.6909,107.1837,50000
São Joaquim da Barra,-20.5808,-47.855,50110
Leon,10.7808,122.3894,49875
Erftstadt,50.8167,6.7667,49801
Estancia,11.45,123.15,48546
Alta Floresta,-9.8758,-56.0858,50189
Mantova,45.1564,10.7911,49409
Lindong,43.9673,119.357,50000
Vargem Grande Paulista,-23.6028,-47.0258,48720
Borovichi,58.4,33.9167,50144
Itararé,-24.1125,-49.3317,50105
Bhainsa,19.1,77.9667,49764
Roslavl,53.9492,32.8569,50112
Beni Yakhlef,33.6681,-7.2514,48338
Gogrial,8.5337,28.1167,50065
Shankou,24.5032,116.4046,49896
Miyoshi,34.8058,132.8517,50046
Novovyatsk,58.5083,49.6994,49475
Sesto Fiorentino,43.8333,11.2,49091
Sardasht,36.1553,45.4789,50000
Buluan,6.7154,124.7854,50008
Albi,43.9289,2.1464,48970
Zaragoza,15.4531,120.7911,49387
Shawinigan,46.5667,-72.75,50060
Tepeapulco,19.7856,-98.5517,49850
Donsol,12.9167,123.6,49711
Kahemba,-7.2829,19,50000
Porvoo,60.3931,25.6639,49928
Abū Ḩamad,19.537,33.326,50000
Chomutov,50.4628,13.4111,48349
Nichinan,31.6019,131.3789,49899
Heidenheim,48.6761,10.1544,49526
Jiuzhou,39.5054,116.5642,49616
Azusa,34.1386,-117.9124,49974
Upper Buchanan,5.9161,-10.0525,48315
Nahuizalco,13.7833,-89.7333,49081
Barobo,8.55,126.2,49730
Orangetown,41.0526,-73.9475,49909
Buguruslan,53.6167,52.4167,49245
Xankəndi,39.8153,46.7519,49848
Ibajay,11.8167,122.1667,49564
Slonim,53.0833,25.3167,49830
Rāmhormoz,31.2783,49.6064,49822
Nettuno,41.4667,12.6667,49852
Ashburn,39.03,-77.4711,49848
Bloomsburg,41.0027,-76.4561,49840
Moss,59.434,10.6577,49273
Titay,7.8682,122.5613,49673
Bergkamen,51.6167,7.6333,48725
Gualán,15.1333,-89.3667,49709
Morehead City,34.7308,-76.7387,49760
Sesimbra,38.4437,-9.0996,49500
Leonberg,48.8014,9.0131,48733
Suzaka,36.6511,138.3069,49393
IJmuiden,52.4586,4.6194,48320
Tomisato,35.7267,140.3431,49470
Ridder,50.35,83.5167,49695
Coral Gables,25.7037,-80.2715,49700
Guacharachi,27.15,-107.3167,49689
Ifakara,-8.1296,36.68,49528
Chioggia,45.2189,12.2785,49430
Enid,36.4061,-97.8701,49688
Zyryanovsk,49.7453,84.2548,49658
Zongshizhuang,37.8615,115.0575,49014
Cimitarra,6.3133,-73.95,49593
Berber,18.017,33.9833,49556
Tōkamachi,37.1275,138.7557,49472
María la Baja,9.9811,-75.2986,49462
Liujiaxia,35.9423,103.3146,48505
Hikari,33.9617,131.9422,49013
Wofotang,38.619,116.2681,48986
Oroville,39.4999,-121.5634,49513
Évreux,49.02,1.15,47733
Özgön,40.7667,73.3,49410
Adeje,28.1167,-16.7167,49030
Wilson,35.7312,-77.9284,49483
Okhtyrka,50.3074,34.9016,47971
Padre Garcia,13.8833,121.2167,48302
Lawrence,39.8674,-85.9905,49462
Donglizhuang,37.9351,115.0838,48686
Bad Oeynhausen,52.2,8.8,48702
Villaguay,-31.85,-59.0167,49445
Muhanga,-2.0783,29.7581,49038
Jiashizhuang,37.8683,114.9478,48274
Portage,42.2,-85.5906,49445
Christchurch,50.73,-1.78,48368
Nomimachi,36.4375,136.4961,48860
Albury,-36.0806,146.9158,47974
Minot,48.2375,-101.2781,49425
Empoli,43.7167,10.95,48626
Samaniego,1.3364,-77.5925,49178
Cwmbran,51.653,-3.021,48535
Yong’an,31.0504,109.5167,49168
Pasacao,13.5167,123.05,49035
Changyŏn,38.2517,125.1021,48984
Dunwoody,33.9418,-84.3122,49356
Ad Darwa,33.4167,-7.5333,47719
Beberibe,-4.18,-38.1308,49311
Poway,32.9871,-117.0201,49323
Libertador General San Martín,-23.8,-64.7833,49267
Haverford,39.9868,-75.3164,49283
Monopoli,40.95,17.3,48964
Magpet,7.1167,125.1167,49201
Agustín Codazzi,10.0367,-73.2369,49233
Santa Rosa,-3.4522,-79.9617,48929
Prievidza,48.7714,18.6242,48134
Lecco,45.85,9.4,48177
San Jacinto,33.797,-116.9916,49215
San Benedetto del Tronto,42.9438,13.8833,47351
Lesnoy,58.6333,59.7833,49056
Carmen de Viboral,6.0819,-75.3342,49076
Freising,48.4028,11.7489,48634
Palencia,14.6676,-90.3575,48923
Troy,42.7354,-73.6751,49154
Newark,37.5204,-122.0312,49149
Starachowice,51.05,21.0667,47638
Kalamansig,6.5667,124.05,49059
La Reja,-34.6394,-58.8283,47839
Cuyahoga Falls,41.1641,-81.5207,49106
Ascoli Piceno,42.8547,13.5753,48773
Lower Paxton,40.3183,-76.7983,49065
Rheda-Wiedenbrück,51.8417,8.3,48505
